ortoo_tm__CountryCode__c,ortoo_tm__PostalCode__c,ortoo_tm__City__c,ortoo_tm__State__c,ortoo_tm__StateCode__c,ortoo_tm__Municipality__c,ortoo_tm__MunicipalityCode__c
USA,00501,Holtsville,New York,NY,Suffolk,103
USA,00544,Holtsville,New York,NY,Suffolk,103
USA,01001,Agawam,Massachusetts,MA,Hampden,13
USA,01002,Amherst,Massachusetts,MA,Hampshire,15
USA,01003,Amherst,Massachusetts,MA,Hampshire,15
USA,01004,Amherst,Massachusetts,MA,Hampshire,15
USA,01005,Barre,Massachusetts,MA,Worcester,27
USA,01007,Belchertown,Massachusetts,MA,Hampshire,15
USA,01008,Blandford,Massachusetts,MA,Hampden,13
USA,01009,Bondsville,Massachusetts,MA,Hampden,13
USA,01010,Brimfield,Massachusetts,MA,Hampden,13
USA,01011,Chester,Massachusetts,MA,Hampden,13
USA,01012,Chesterfield,Massachusetts,MA,Hampshire,15
USA,01013,Chicopee,Massachusetts,MA,Hampden,13
USA,01014,Chicopee,Massachusetts,MA,Hampden,13
USA,01020,Chicopee,Massachusetts,MA,Hampden,13
USA,01021,Chicopee,Massachusetts,MA,Hampden,13
USA,01022,Chicopee,Massachusetts,MA,Hampden,13
USA,01026,Cummington,Massachusetts,MA,Hampshire,15
USA,01027,Easthampton,Massachusetts,MA,Hampshire,15
USA,01028,East Longmeadow,Massachusetts,MA,Hampden,13
USA,01029,East Otis,Massachusetts,MA,Berkshire,3
USA,01030,Feeding Hills,Massachusetts,MA,Hampden,13
USA,01031,Gilbertville,Massachusetts,MA,Worcester,27
USA,01032,Goshen,Massachusetts,MA,Hampshire,15
USA,01033,Granby,Massachusetts,MA,Hampshire,15
USA,01034,Granville,Massachusetts,MA,Hampden,13
USA,01035,Hadley,Massachusetts,MA,Hampshire,15
USA,01036,Hampden,Massachusetts,MA,Hampden,13
USA,01037,Hardwick,Massachusetts,MA,Worcester,27
USA,01038,Hatfield,Massachusetts,MA,Hampshire,15
USA,01039,Haydenville,Massachusetts,MA,Hampshire,15
USA,01040,Holyoke,Massachusetts,MA,Hampden,13
USA,01041,Holyoke,Massachusetts,MA,Hampden,13
USA,01050,Huntington,Massachusetts,MA,Hampshire,15
USA,01053,Leeds,Massachusetts,MA,Hampshire,15
USA,01054,Leverett,Massachusetts,MA,Franklin,11
USA,01056,Ludlow,Massachusetts,MA,Hampden,13
USA,01057,Monson,Massachusetts,MA,Hampden,13
USA,01059,North Amherst,Massachusetts,MA,Hampshire,15
USA,01060,Northampton,Massachusetts,MA,Hampshire,15
USA,01061,Northampton,Massachusetts,MA,Hampshire,15
USA,01062,Florence,Massachusetts,MA,Hampshire,15
USA,01063,Northampton,Massachusetts,MA,Hampshire,15
USA,01066,North Hatfield,Massachusetts,MA,Hampshire,15
USA,01068,Oakham,Massachusetts,MA,Worcester,27
USA,01069,Palmer,Massachusetts,MA,Hampden,13
USA,01070,Plainfield,Massachusetts,MA,Hampshire,15
USA,01071,Russell,Massachusetts,MA,Hampden,13
USA,01072,Shutesbury,Massachusetts,MA,Franklin,11
USA,01073,Southampton,Massachusetts,MA,Hampshire,15
USA,01074,South Barre,Massachusetts,MA,Worcester,27
USA,01075,South Hadley,Massachusetts,MA,Hampshire,15
USA,01077,Southwick,Massachusetts,MA,Hampden,13
USA,01079,Thorndike,Massachusetts,MA,Hampden,13
USA,01080,Three Rivers,Massachusetts,MA,Hampden,13
USA,01081,Wales,Massachusetts,MA,Hampden,13
USA,01082,Ware,Massachusetts,MA,Hampshire,15
USA,01083,Warren,Massachusetts,MA,Worcester,27
USA,01084,West Chesterfield,Massachusetts,MA,Hampshire,15
USA,01085,Westfield,Massachusetts,MA,Hampden,13
USA,01086,Westfield,Massachusetts,MA,Hampden,13
USA,01088,West Hatfield,Massachusetts,MA,Hampshire,15
USA,01089,West Springfield,Massachusetts,MA,Hampden,13
USA,01090,West Springfield,Massachusetts,MA,Hampden,13
USA,01092,West Warren,Massachusetts,MA,Worcester,27
USA,01093,Whately,Massachusetts,MA,Franklin,11
USA,01094,Wheelwright,Massachusetts,MA,Worcester,27
USA,01095,Wilbraham,Massachusetts,MA,Hampden,13
USA,01096,Williamsburg,Massachusetts,MA,Hampshire,15
USA,01097,Woronoco,Massachusetts,MA,Hampden,13
USA,01098,Worthington,Massachusetts,MA,Hampshire,15
USA,01101,Springfield,Massachusetts,MA,Hampden,13
USA,01102,Springfield,Massachusetts,MA,Hampden,13
USA,01103,Springfield,Massachusetts,MA,Hampden,13
USA,01104,Springfield,Massachusetts,MA,Hampden,13
USA,01105,Springfield,Massachusetts,MA,Hampden,13
USA,01106,Longmeadow,Massachusetts,MA,Hampden,13
USA,01107,Springfield,Massachusetts,MA,Hampden,13
USA,01108,Springfield,Massachusetts,MA,Hampden,13
USA,01109,Springfield,Massachusetts,MA,Hampden,13
USA,01111,Springfield,Massachusetts,MA,Hampden,13
USA,01115,Springfield,Massachusetts,MA,Hampden,13
USA,01116,Longmeadow,Massachusetts,MA,Hampden,13
USA,01118,Springfield,Massachusetts,MA,Hampden,13
USA,01119,Springfield,Massachusetts,MA,Hampden,13
USA,01128,Springfield,Massachusetts,MA,Hampden,13
USA,01129,Springfield,Massachusetts,MA,Hampden,13
USA,01138,Springfield,Massachusetts,MA,Hampden,13
USA,01139,Springfield,Massachusetts,MA,Hampden,13
USA,01144,Springfield,Massachusetts,MA,Hampden,13
USA,01151,Indian Orchard,Massachusetts,MA,Hampden,13
USA,01152,Springfield,Massachusetts,MA,Hampden,13
USA,01199,Springfield,Massachusetts,MA,Hampden,13
USA,01201,Pittsfield,Massachusetts,MA,Berkshire,3
USA,01202,Pittsfield,Massachusetts,MA,Berkshire,3
USA,01203,Pittsfield,Massachusetts,MA,Berkshire,3
USA,01220,Adams,Massachusetts,MA,Berkshire,3
USA,01222,Ashley Falls,Massachusetts,MA,Berkshire,3
USA,01223,Becket,Massachusetts,MA,Berkshire,3
USA,01224,Berkshire,Massachusetts,MA,Berkshire,3
USA,01225,Cheshire,Massachusetts,MA,Berkshire,3
USA,01226,Dalton,Massachusetts,MA,Berkshire,3
USA,01227,Dalton,Massachusetts,MA,Berkshire,3
USA,01229,Glendale,Massachusetts,MA,Berkshire,3
USA,01230,Great Barrington,Massachusetts,MA,Berkshire,3
USA,01235,Hinsdale,Massachusetts,MA,Berkshire,3
USA,01236,Housatonic,Massachusetts,MA,Berkshire,3
USA,01237,Lanesborough,Massachusetts,MA,Berkshire,3
USA,01238,Lee,Massachusetts,MA,Berkshire,3
USA,01240,Lenox,Massachusetts,MA,Berkshire,3
USA,01242,Lenox Dale,Massachusetts,MA,Berkshire,3
USA,01243,Middlefield,Massachusetts,MA,Hampshire,15
USA,01244,Mill River,Massachusetts,MA,Berkshire,3
USA,01245,Monterey,Massachusetts,MA,Berkshire,3
USA,01247,North Adams,Massachusetts,MA,Berkshire,3
USA,01252,North Egremont,Massachusetts,MA,Berkshire,3
USA,01253,Otis,Massachusetts,MA,Berkshire,3
USA,01254,Richmond,Massachusetts,MA,Berkshire,3
USA,01255,Sandisfield,Massachusetts,MA,Berkshire,3
USA,01256,Savoy,Massachusetts,MA,Berkshire,3
USA,01257,Sheffield,Massachusetts,MA,Berkshire,3
USA,01258,South Egremont,Massachusetts,MA,Berkshire,3
USA,01259,Southfield,Massachusetts,MA,Berkshire,3
USA,01260,South Lee,Massachusetts,MA,Berkshire,3
USA,01262,Stockbridge,Massachusetts,MA,Berkshire,3
USA,01263,Stockbridge,Massachusetts,MA,Berkshire,3
USA,01264,Tyringham,Massachusetts,MA,Berkshire,3
USA,01266,West Stockbridge,Massachusetts,MA,Berkshire,3
USA,01267,Williamstown,Massachusetts,MA,Berkshire,3
USA,01270,Windsor,Massachusetts,MA,Berkshire,3
USA,01301,Greenfield,Massachusetts,MA,Franklin,11
USA,01302,Greenfield,Massachusetts,MA,Franklin,11
USA,01330,Ashfield,Massachusetts,MA,Franklin,11
USA,01331,Athol,Massachusetts,MA,Worcester,27
USA,01337,Bernardston,Massachusetts,MA,Franklin,11
USA,01338,Buckland,Massachusetts,MA,Franklin,11
USA,01339,Charlemont,Massachusetts,MA,Franklin,11
USA,01340,Colrain,Massachusetts,MA,Franklin,11
USA,01341,Conway,Massachusetts,MA,Franklin,11
USA,01342,Deerfield,Massachusetts,MA,Franklin,11
USA,01343,Drury,Massachusetts,MA,Berkshire,3
USA,01344,Erving,Massachusetts,MA,Franklin,11
USA,01346,Heath,Massachusetts,MA,Franklin,11
USA,01347,Lake Pleasant,Massachusetts,MA,Franklin,11
USA,01349,Millers Falls,Massachusetts,MA,Franklin,11
USA,01350,Monroe Bridge,Massachusetts,MA,Franklin,11
USA,01351,Montague,Massachusetts,MA,Franklin,11
USA,01354,Gill,Massachusetts,MA,Franklin,11
USA,01355,New Salem,Massachusetts,MA,Franklin,11
USA,01360,Northfield,Massachusetts,MA,Franklin,11
USA,01364,Orange,Massachusetts,MA,Franklin,11
USA,01366,Petersham,Massachusetts,MA,Worcester,27
USA,01367,Rowe,Massachusetts,MA,Franklin,11
USA,01368,Royalston,Massachusetts,MA,Worcester,27
USA,01370,Shelburne Falls,Massachusetts,MA,Franklin,11
USA,01373,South Deerfield,Massachusetts,MA,Franklin,11
USA,01375,Sunderland,Massachusetts,MA,Franklin,11
USA,01376,Turners Falls,Massachusetts,MA,Franklin,11
USA,01378,Warwick,Massachusetts,MA,Franklin,11
USA,01379,Wendell,Massachusetts,MA,Franklin,11
USA,01380,Wendell Depot,Massachusetts,MA,Franklin,11
USA,01420,Fitchburg,Massachusetts,MA,Worcester,27
USA,01430,Ashburnham,Massachusetts,MA,Worcester,27
USA,01431,Ashby,Massachusetts,MA,Middlesex,17
USA,01432,Ayer,Massachusetts,MA,Middlesex,17
USA,01434,Devens,Massachusetts,MA,Worcester,27
USA,01436,Baldwinville,Massachusetts,MA,Worcester,27
USA,01438,East Templeton,Massachusetts,MA,Worcester,27
USA,01440,Gardner,Massachusetts,MA,Worcester,27
USA,01441,Westminster,Massachusetts,MA,Worcester,27
USA,01450,Groton,Massachusetts,MA,Middlesex,17
USA,01451,Harvard,Massachusetts,MA,Worcester,27
USA,01452,Hubbardston,Massachusetts,MA,Worcester,27
USA,01453,Leominster,Massachusetts,MA,Worcester,27
USA,01460,Littleton,Massachusetts,MA,Middlesex,17
USA,01462,Lunenburg,Massachusetts,MA,Worcester,27
USA,01463,Pepperell,Massachusetts,MA,Middlesex,17
USA,01464,Shirley,Massachusetts,MA,Middlesex,17
USA,01467,Still River,Massachusetts,MA,Worcester,27
USA,01468,Templeton,Massachusetts,MA,Worcester,27
USA,01469,Townsend,Massachusetts,MA,Middlesex,17
USA,01470,Groton,Massachusetts,MA,Middlesex,17
USA,01471,Groton,Massachusetts,MA,Middlesex,17
USA,01472,West Groton,Massachusetts,MA,Middlesex,17
USA,01473,Westminster,Massachusetts,MA,Worcester,27
USA,01474,West Townsend,Massachusetts,MA,Middlesex,17
USA,01475,Winchendon,Massachusetts,MA,Worcester,27
USA,01501,Auburn,Massachusetts,MA,Worcester,27
USA,01503,Berlin,Massachusetts,MA,Worcester,27
USA,01504,Blackstone,Massachusetts,MA,Worcester,27
USA,01505,Boylston,Massachusetts,MA,Worcester,27
USA,01506,Brookfield,Massachusetts,MA,Worcester,27
USA,01507,Charlton,Massachusetts,MA,Worcester,27
USA,01508,Charlton City,Massachusetts,MA,Worcester,27
USA,01509,Charlton Depot,Massachusetts,MA,Worcester,27
USA,01510,Clinton,Massachusetts,MA,Worcester,27
USA,01515,East Brookfield,Massachusetts,MA,Worcester,27
USA,01516,Douglas,Massachusetts,MA,Worcester,27
USA,01518,Fiskdale,Massachusetts,MA,Worcester,27
USA,01519,Grafton,Massachusetts,MA,Worcester,27
USA,01520,Holden,Massachusetts,MA,Worcester,27
USA,01521,Holland,Massachusetts,MA,Hampden,13
USA,01522,Jefferson,Massachusetts,MA,Worcester,27
USA,01523,Lancaster,Massachusetts,MA,Worcester,27
USA,01524,Leicester,Massachusetts,MA,Worcester,27
USA,01525,Linwood,Massachusetts,MA,Worcester,27
USA,01526,Manchaug,Massachusetts,MA,Worcester,27
USA,01527,Millbury,Massachusetts,MA,Worcester,27
USA,01529,Millville,Massachusetts,MA,Worcester,27
USA,01531,New Braintree,Massachusetts,MA,Worcester,27
USA,01532,Northborough,Massachusetts,MA,Worcester,27
USA,01534,Northbridge,Massachusetts,MA,Worcester,27
USA,01535,North Brookfield,Massachusetts,MA,Worcester,27
USA,01536,North Grafton,Massachusetts,MA,Worcester,27
USA,01537,North Oxford,Massachusetts,MA,Worcester,27
USA,01538,North Uxbridge,Massachusetts,MA,Worcester,27
USA,01540,Oxford,Massachusetts,MA,Worcester,27
USA,01541,Princeton,Massachusetts,MA,Worcester,27
USA,01542,Rochdale,Massachusetts,MA,Worcester,27
USA,01543,Rutland,Massachusetts,MA,Worcester,27
USA,01545,Shrewsbury,Massachusetts,MA,Worcester,27
USA,01546,Shrewsbury,Massachusetts,MA,Worcester,27
USA,01550,Southbridge,Massachusetts,MA,Worcester,27
USA,01560,South Grafton,Massachusetts,MA,Worcester,27
USA,01561,South Lancaster,Massachusetts,MA,Worcester,27
USA,01562,Spencer,Massachusetts,MA,Worcester,27
USA,01564,Sterling,Massachusetts,MA,Worcester,27
USA,01566,Sturbridge,Massachusetts,MA,Worcester,27
USA,01568,Upton,Massachusetts,MA,Worcester,27
USA,01569,Uxbridge,Massachusetts,MA,Worcester,27
USA,01570,Webster,Massachusetts,MA,Worcester,27
USA,01571,Dudley,Massachusetts,MA,Worcester,27
USA,01581,Westborough,Massachusetts,MA,Worcester,27
USA,01583,West Boylston,Massachusetts,MA,Worcester,27
USA,01585,West Brookfield,Massachusetts,MA,Worcester,27
USA,01586,West Millbury,Massachusetts,MA,Worcester,27
USA,01588,Whitinsville,Massachusetts,MA,Worcester,27
USA,01590,Sutton,Massachusetts,MA,Worcester,27
USA,01601,Worcester,Massachusetts,MA,Worcester,27
USA,01602,Worcester,Massachusetts,MA,Worcester,27
USA,01603,Worcester,Massachusetts,MA,Worcester,27
USA,01604,Worcester,Massachusetts,MA,Worcester,27
USA,01605,Worcester,Massachusetts,MA,Worcester,27
USA,01606,Worcester,Massachusetts,MA,Worcester,27
USA,01607,Worcester,Massachusetts,MA,Worcester,27
USA,01608,Worcester,Massachusetts,MA,Worcester,27
USA,01609,Worcester,Massachusetts,MA,Worcester,27
USA,01610,Worcester,Massachusetts,MA,Worcester,27
USA,01611,Cherry Valley,Massachusetts,MA,Worcester,27
USA,01612,Paxton,Massachusetts,MA,Worcester,27
USA,01613,Worcester,Massachusetts,MA,Worcester,27
USA,01614,Worcester,Massachusetts,MA,Worcester,27
USA,01615,Worcester,Massachusetts,MA,Worcester,27
USA,01653,Worcester,Massachusetts,MA,Worcester,27
USA,01655,Worcester,Massachusetts,MA,Worcester,27
USA,01701,Framingham,Massachusetts,MA,Middlesex,17
USA,01702,Framingham,Massachusetts,MA,Middlesex,17
USA,01703,Framingham,Massachusetts,MA,Middlesex,17
USA,01704,Framingham,Massachusetts,MA,Middlesex,17
USA,01705,Framingham,Massachusetts,MA,Middlesex,17
USA,01718,Acton,Massachusetts,MA,Middlesex,17
USA,01719,Boxborough,Massachusetts,MA,Middlesex,17
USA,01720,Acton,Massachusetts,MA,Middlesex,17
USA,01721,Ashland,Massachusetts,MA,Middlesex,17
USA,01730,Bedford,Massachusetts,MA,Middlesex,17
USA,01731,Hanscom Afb,Massachusetts,MA,Middlesex,17
USA,01740,Bolton,Massachusetts,MA,Worcester,27
USA,01741,Carlisle,Massachusetts,MA,Middlesex,17
USA,01742,Concord,Massachusetts,MA,Middlesex,17
USA,01745,Fayville,Massachusetts,MA,Worcester,27
USA,01746,Holliston,Massachusetts,MA,Middlesex,17
USA,01747,Hopedale,Massachusetts,MA,Worcester,27
USA,01748,Hopkinton,Massachusetts,MA,Middlesex,17
USA,01749,Hudson,Massachusetts,MA,Middlesex,17
USA,01752,Marlborough,Massachusetts,MA,Middlesex,17
USA,01754,Maynard,Massachusetts,MA,Middlesex,17
USA,01756,Mendon,Massachusetts,MA,Worcester,27
USA,01757,Milford,Massachusetts,MA,Worcester,27
USA,01760,Natick,Massachusetts,MA,Middlesex,17
USA,01770,Sherborn,Massachusetts,MA,Middlesex,17
USA,01772,Southborough,Massachusetts,MA,Worcester,27
USA,01773,Lincoln,Massachusetts,MA,Middlesex,17
USA,01775,Stow,Massachusetts,MA,Middlesex,17
USA,01776,Sudbury,Massachusetts,MA,Middlesex,17
USA,01778,Wayland,Massachusetts,MA,Middlesex,17
USA,01784,Woodville,Massachusetts,MA,Middlesex,17
USA,01801,Woburn,Massachusetts,MA,Middlesex,17
USA,01803,Burlington,Massachusetts,MA,Middlesex,17
USA,01805,Burlington,Massachusetts,MA,Middlesex,17
USA,01810,Andover,Massachusetts,MA,Essex,9
USA,01812,Andover,Massachusetts,MA,Essex,9
USA,01813,Woburn,Massachusetts,MA,Middlesex,17
USA,01815,Woburn,Massachusetts,MA,Middlesex,17
USA,01821,Billerica,Massachusetts,MA,Middlesex,17
USA,01822,Billerica,Massachusetts,MA,Middlesex,17
USA,01824,Chelmsford,Massachusetts,MA,Middlesex,17
USA,01826,Dracut,Massachusetts,MA,Middlesex,17
USA,01827,Dunstable,Massachusetts,MA,Middlesex,17
USA,01830,Haverhill,Massachusetts,MA,Essex,9
USA,01831,Haverhill,Massachusetts,MA,Essex,9
USA,01832,Haverhill,Massachusetts,MA,Essex,9
USA,01833,Georgetown,Massachusetts,MA,Essex,9
USA,01834,Groveland,Massachusetts,MA,Essex,9
USA,01835,Haverhill,Massachusetts,MA,Essex,9
USA,01840,Lawrence,Massachusetts,MA,Essex,9
USA,01841,Lawrence,Massachusetts,MA,Essex,9
USA,01842,Lawrence,Massachusetts,MA,Essex,9
USA,01843,Lawrence,Massachusetts,MA,Essex,9
USA,01844,Methuen,Massachusetts,MA,Essex,9
USA,01845,North Andover,Massachusetts,MA,Essex,9
USA,01850,Lowell,Massachusetts,MA,Middlesex,17
USA,01851,Lowell,Massachusetts,MA,Middlesex,17
USA,01852,Lowell,Massachusetts,MA,Middlesex,17
USA,01853,Lowell,Massachusetts,MA,Middlesex,17
USA,01854,Lowell,Massachusetts,MA,Middlesex,17
USA,01860,Merrimac,Massachusetts,MA,Essex,9
USA,01862,North Billerica,Massachusetts,MA,Middlesex,17
USA,01863,North Chelmsford,Massachusetts,MA,Middlesex,17
USA,01864,North Reading,Massachusetts,MA,Middlesex,17
USA,01865,Nutting Lake,Massachusetts,MA,Middlesex,17
USA,01866,Pinehurst,Massachusetts,MA,Middlesex,17
USA,01867,Reading,Massachusetts,MA,Middlesex,17
USA,01876,Tewksbury,Massachusetts,MA,Middlesex,17
USA,01879,Tyngsboro,Massachusetts,MA,Middlesex,17
USA,01880,Wakefield,Massachusetts,MA,Middlesex,17
USA,01885,West Boxford,Massachusetts,MA,Essex,9
USA,01886,Westford,Massachusetts,MA,Middlesex,17
USA,01887,Wilmington,Massachusetts,MA,Middlesex,17
USA,01888,Woburn,Massachusetts,MA,Middlesex,17
USA,01889,North Reading,Massachusetts,MA,Middlesex,17
USA,01890,Winchester,Massachusetts,MA,Middlesex,17
USA,01899,Andover,Massachusetts,MA,Essex,9
USA,01901,Lynn,Massachusetts,MA,Essex,9
USA,01902,Lynn,Massachusetts,MA,Essex,9
USA,01903,Lynn,Massachusetts,MA,Essex,9
USA,01904,Lynn,Massachusetts,MA,Essex,9
USA,01905,Lynn,Massachusetts,MA,Essex,9
USA,01906,Saugus,Massachusetts,MA,Essex,9
USA,01907,Swampscott,Massachusetts,MA,Essex,9
USA,01908,Nahant,Massachusetts,MA,Essex,9
USA,01910,Lynn,Massachusetts,MA,Essex,9
USA,01913,Amesbury,Massachusetts,MA,Essex,9
USA,01915,Beverly,Massachusetts,MA,Essex,9
USA,01921,Boxford,Massachusetts,MA,Essex,9
USA,01922,Byfield,Massachusetts,MA,Essex,9
USA,01923,Danvers,Massachusetts,MA,Essex,9
USA,01929,Essex,Massachusetts,MA,Essex,9
USA,01930,Gloucester,Massachusetts,MA,Essex,9
USA,01931,Gloucester,Massachusetts,MA,Essex,9
USA,01936,Hamilton,Massachusetts,MA,Essex,9
USA,01937,Hathorne,Massachusetts,MA,Essex,9
USA,01938,Ipswich,Massachusetts,MA,Essex,9
USA,01940,Lynnfield,Massachusetts,MA,Essex,9
USA,01944,Manchester,Massachusetts,MA,Essex,9
USA,01945,Marblehead,Massachusetts,MA,Essex,9
USA,01949,Middleton,Massachusetts,MA,Essex,9
USA,01950,Newburyport,Massachusetts,MA,Essex,9
USA,01951,Newbury,Massachusetts,MA,Essex,9
USA,01952,Salisbury,Massachusetts,MA,Essex,9
USA,01960,Peabody,Massachusetts,MA,Essex,9
USA,01961,Peabody,Massachusetts,MA,Essex,9
USA,01965,Prides Crossing,Massachusetts,MA,Essex,9
USA,01966,Rockport,Massachusetts,MA,Essex,9
USA,01969,Rowley,Massachusetts,MA,Essex,9
USA,01970,Salem,Massachusetts,MA,Essex,9
USA,01971,Salem,Massachusetts,MA,Essex,9
USA,01982,South Hamilton,Massachusetts,MA,Essex,9
USA,01983,Topsfield,Massachusetts,MA,Essex,9
USA,01984,Wenham,Massachusetts,MA,Essex,9
USA,01985,West Newbury,Massachusetts,MA,Essex,9
USA,02018,Accord,Massachusetts,MA,Plymouth,23
USA,02019,Bellingham,Massachusetts,MA,Norfolk,21
USA,02020,Brant Rock,Massachusetts,MA,Plymouth,23
USA,02021,Canton,Massachusetts,MA,Norfolk,21
USA,02025,Cohasset,Massachusetts,MA,Norfolk,21
USA,02026,Dedham,Massachusetts,MA,Norfolk,21
USA,02027,Dedham,Massachusetts,MA,Norfolk,21
USA,02030,Dover,Massachusetts,MA,Norfolk,21
USA,02032,East Walpole,Massachusetts,MA,Norfolk,21
USA,02035,Foxboro,Massachusetts,MA,Norfolk,21
USA,02038,Franklin,Massachusetts,MA,Norfolk,21
USA,02040,Greenbush,Massachusetts,MA,Plymouth,23
USA,02041,Green Harbor,Massachusetts,MA,Plymouth,23
USA,02043,Hingham,Massachusetts,MA,Plymouth,23
USA,02044,Hingham,Massachusetts,MA,Plymouth,23
USA,02045,Hull,Massachusetts,MA,Plymouth,23
USA,02047,Humarock,Massachusetts,MA,Plymouth,23
USA,02048,Mansfield,Massachusetts,MA,Bristol,5
USA,02050,Marshfield,Massachusetts,MA,Plymouth,23
USA,02051,Marshfield Hills,Massachusetts,MA,Plymouth,23
USA,02052,Medfield,Massachusetts,MA,Norfolk,21
USA,02053,Medway,Massachusetts,MA,Norfolk,21
USA,02054,Millis,Massachusetts,MA,Norfolk,21
USA,02055,Minot,Massachusetts,MA,Plymouth,23
USA,02056,Norfolk,Massachusetts,MA,Norfolk,21
USA,02059,North Marshfield,Massachusetts,MA,Plymouth,23
USA,02060,North Scituate,Massachusetts,MA,Plymouth,23
USA,02061,Norwell,Massachusetts,MA,Plymouth,23
USA,02062,Norwood,Massachusetts,MA,Norfolk,21
USA,02065,Ocean Bluff,Massachusetts,MA,Plymouth,23
USA,02066,Scituate,Massachusetts,MA,Plymouth,23
USA,02067,Sharon,Massachusetts,MA,Norfolk,21
USA,02070,Sheldonville,Massachusetts,MA,Norfolk,21
USA,02071,South Walpole,Massachusetts,MA,Norfolk,21
USA,02072,Stoughton,Massachusetts,MA,Norfolk,21
USA,02081,Walpole,Massachusetts,MA,Norfolk,21
USA,02090,Westwood,Massachusetts,MA,Norfolk,21
USA,02093,Wrentham,Massachusetts,MA,Norfolk,21
USA,02108,Boston,Massachusetts,MA,Suffolk,25
USA,02109,Boston,Massachusetts,MA,Suffolk,25
USA,02110,Boston,Massachusetts,MA,Suffolk,25
USA,02111,Boston,Massachusetts,MA,Suffolk,25
USA,02112,Boston,Massachusetts,MA,Suffolk,25
USA,02113,Boston,Massachusetts,MA,Suffolk,25
USA,02114,Boston,Massachusetts,MA,Suffolk,25
USA,02115,Boston,Massachusetts,MA,Suffolk,25
USA,02116,Boston,Massachusetts,MA,Suffolk,25
USA,02117,Boston,Massachusetts,MA,Suffolk,25
USA,02118,Boston,Massachusetts,MA,Suffolk,25
USA,02119,Roxbury,Massachusetts,MA,Suffolk,25
USA,02120,Roxbury Crossing,Massachusetts,MA,Suffolk,25
USA,02121,Dorchester,Massachusetts,MA,Suffolk,25
USA,02122,Dorchester,Massachusetts,MA,Suffolk,25
USA,02123,Boston,Massachusetts,MA,Suffolk,25
USA,02124,Dorchester Center,Massachusetts,MA,Suffolk,25
USA,02125,Dorchester,Massachusetts,MA,Suffolk,25
USA,02126,Mattapan,Massachusetts,MA,Suffolk,25
USA,02127,Boston,Massachusetts,MA,Suffolk,25
USA,02128,Boston,Massachusetts,MA,Suffolk,25
USA,02129,Charlestown,Massachusetts,MA,Suffolk,25
USA,02130,Jamaica Plain,Massachusetts,MA,Suffolk,25
USA,02131,Roslindale,Massachusetts,MA,Suffolk,25
USA,02132,West Roxbury,Massachusetts,MA,Suffolk,25
USA,02133,Boston,Massachusetts,MA,Suffolk,25
USA,02134,Allston,Massachusetts,MA,Suffolk,25
USA,02135,Brighton,Massachusetts,MA,Suffolk,25
USA,02136,Hyde Park,Massachusetts,MA,Suffolk,25
USA,02137,Readville,Massachusetts,MA,Suffolk,25
USA,02138,Cambridge,Massachusetts,MA,Middlesex,17
USA,02139,Cambridge,Massachusetts,MA,Middlesex,17
USA,02140,Cambridge,Massachusetts,MA,Middlesex,17
USA,02141,Cambridge,Massachusetts,MA,Middlesex,17
USA,02142,Cambridge,Massachusetts,MA,Middlesex,17
USA,02143,Somerville,Massachusetts,MA,Middlesex,17
USA,02144,Somerville,Massachusetts,MA,Middlesex,17
USA,02145,Somerville,Massachusetts,MA,Middlesex,17
USA,02148,Malden,Massachusetts,MA,Middlesex,17
USA,02149,Everett,Massachusetts,MA,Middlesex,17
USA,02150,Chelsea,Massachusetts,MA,Suffolk,25
USA,02151,Revere,Massachusetts,MA,Suffolk,25
USA,02152,Winthrop,Massachusetts,MA,Suffolk,25
USA,02153,Medford,Massachusetts,MA,Middlesex,17
USA,02155,Medford,Massachusetts,MA,Middlesex,17
USA,02156,West Medford,Massachusetts,MA,Middlesex,17
USA,02163,Boston,Massachusetts,MA,Suffolk,25
USA,02169,Quincy,Massachusetts,MA,Norfolk,21
USA,02170,Quincy,Massachusetts,MA,Norfolk,21
USA,02171,Quincy,Massachusetts,MA,Norfolk,21
USA,02176,Melrose,Massachusetts,MA,Middlesex,17
USA,02180,Stoneham,Massachusetts,MA,Middlesex,17
USA,02184,Braintree,Massachusetts,MA,Norfolk,21
USA,02185,Braintree,Massachusetts,MA,Norfolk,21
USA,02186,Milton,Massachusetts,MA,Norfolk,21
USA,02187,Milton Village,Massachusetts,MA,Norfolk,21
USA,02188,Weymouth,Massachusetts,MA,Norfolk,21
USA,02189,East Weymouth,Massachusetts,MA,Norfolk,21
USA,02190,South Weymouth,Massachusetts,MA,Norfolk,21
USA,02191,North Weymouth,Massachusetts,MA,Norfolk,21
USA,02196,Boston,Massachusetts,MA,Suffolk,25
USA,02199,Boston,Massachusetts,MA,Suffolk,25
USA,02201,Boston,Massachusetts,MA,Suffolk,25
USA,02203,Boston,Massachusetts,MA,Suffolk,25
USA,02204,Boston,Massachusetts,MA,Suffolk,25
USA,02205,Boston,Massachusetts,MA,Suffolk,25
USA,02206,Boston,Massachusetts,MA,Suffolk,25
USA,02210,Boston,Massachusetts,MA,Suffolk,25
USA,02211,Boston,Massachusetts,MA,Suffolk,25
USA,02212,Boston,Massachusetts,MA,Middlesex,17
USA,02215,Boston,Massachusetts,MA,Suffolk,25
USA,02217,Boston,Massachusetts,MA,Suffolk,25
