ortoo_tm__CountryCode__c,ortoo_tm__PostalCode__c,ortoo_tm__City__c,ortoo_tm__State__c,ortoo_tm__StateCode__c,ortoo_tm__Municipality__c,ortoo_tm__MunicipalityCode__c
USA,30656,Monroe,Georgia,GA,Walton,297
USA,30660,Rayle,Georgia,GA,Wilkes,317
USA,30662,Royston,Georgia,GA,Franklin,119
USA,30663,Rutledge,Georgia,GA,Morgan,211
USA,30664,Sharon,Georgia,GA,Taliaferro,265
USA,30665,Siloam,Georgia,GA,Greene,133
USA,30666,Statham,Georgia,GA,Barrow,13
USA,30667,Stephens,Georgia,GA,Oglethorpe,221
USA,30668,Tignall,Georgia,GA,Wilkes,317
USA,30669,Union Point,Georgia,GA,Greene,133
USA,30671,Maxeys,Georgia,GA,Oglethorpe,221
USA,30673,Washington,Georgia,GA,Wilkes,317
USA,30677,Watkinsville,Georgia,GA,Oconee,219
USA,30678,White Plains,Georgia,GA,Greene,133
USA,30680,Winder,Georgia,GA,Barrow,13
USA,30683,Winterville,Georgia,GA,Clarke,59
USA,30701,Calhoun,Georgia,GA,Gordon,129
USA,30703,Calhoun,Georgia,GA,Gordon,129
USA,30705,Chatsworth,Georgia,GA,Murray,213
USA,30707,Chickamauga,Georgia,GA,Walker,295
USA,30708,Cisco,Georgia,GA,Murray,213
USA,30710,Cohutta,Georgia,GA,Whitfield,313
USA,30711,Crandall,Georgia,GA,Murray,213
USA,30719,Dalton,Georgia,GA,Whitfield,313
USA,30720,Dalton,Georgia,GA,Whitfield,313
USA,30721,Dalton,Georgia,GA,Whitfield,313
USA,30722,Dalton,Georgia,GA,Whitfield,313
USA,30724,Eton,Georgia,GA,Murray,213
USA,30725,Flintstone,Georgia,GA,Walker,295
USA,30726,Graysville,Georgia,GA,Catoosa,47
USA,30728,La Fayette,Georgia,GA,Walker,295
USA,30730,Lyerly,Georgia,GA,Chattooga,55
USA,30731,Menlo,Georgia,GA,Chattooga,55
USA,30732,Oakman,Georgia,GA,Gordon,129
USA,30733,Plainville,Georgia,GA,Gordon,129
USA,30734,Ranger,Georgia,GA,Gordon,129
USA,30735,Resaca,Georgia,GA,Gordon,129
USA,30736,Ringgold,Georgia,GA,Catoosa,47
USA,30738,Rising Fawn,Georgia,GA,Dade,83
USA,30739,Rock Spring,Georgia,GA,Walker,295
USA,30740,Rocky Face,Georgia,GA,Whitfield,313
USA,30741,Rossville,Georgia,GA,Walker,295
USA,30742,Fort Oglethorpe,Georgia,GA,Catoosa,47
USA,30746,Sugar Valley,Georgia,GA,Gordon,129
USA,30747,Summerville,Georgia,GA,Chattooga,55
USA,30750,Lookout Mountain,Georgia,GA,Walker,295
USA,30751,Tennga,Georgia,GA,Murray,213
USA,30752,Trenton,Georgia,GA,Dade,83
USA,30753,Trion,Georgia,GA,Chattooga,55
USA,30755,Tunnel Hill,Georgia,GA,Whitfield,313
USA,30756,Varnell,Georgia,GA,Whitfield,313
USA,30757,Wildwood,Georgia,GA,Dade,83
USA,30802,Appling,Georgia,GA,Columbia,73
USA,30803,Avera,Georgia,GA,Jefferson,163
USA,30805,Blythe,Georgia,GA,Richmond,245
USA,30806,Boneville,Georgia,GA,McDuffie,189
USA,30807,Camak,Georgia,GA,Warren,301
USA,30808,Dearing,Georgia,GA,McDuffie,189
USA,30809,Evans,Georgia,GA,Columbia,73
USA,30810,Gibson,Georgia,GA,Glascock,125
USA,30811,Gough,Georgia,GA,Burke,33
USA,30812,Gracewood,Georgia,GA,Richmond,245
USA,30813,Grovetown,Georgia,GA,Columbia,73
USA,30814,Harlem,Georgia,GA,Columbia,73
USA,30815,Hephzibah,Georgia,GA,Richmond,245
USA,30816,Keysville,Georgia,GA,Burke,33
USA,30817,Lincolnton,Georgia,GA,Lincoln,181
USA,30818,Matthews,Georgia,GA,Jefferson,163
USA,30819,Mesena,Georgia,GA,Warren,301
USA,30820,Mitchell,Georgia,GA,Glascock,125
USA,30821,Norwood,Georgia,GA,Warren,301
USA,30822,Perkins,Georgia,GA,Jenkins,165
USA,30823,Stapleton,Georgia,GA,Jefferson,163
USA,30824,Thomson,Georgia,GA,McDuffie,189
USA,30828,Warrenton,Georgia,GA,Warren,301
USA,30830,Waynesboro,Georgia,GA,Burke,33
USA,30833,Wrens,Georgia,GA,Jefferson,163
USA,30901,Augusta,Georgia,GA,Richmond,245
USA,30903,Augusta,Georgia,GA,Richmond,245
USA,30904,Augusta,Georgia,GA,Richmond,245
USA,30905,Augusta,Georgia,GA,Richmond,245
USA,30906,Augusta,Georgia,GA,Richmond,245
USA,30907,Augusta,Georgia,GA,Richmond,245
USA,30909,Augusta,Georgia,GA,Richmond,245
USA,30912,Augusta,Georgia,GA,Richmond,245
USA,30914,Augusta,Georgia,GA,Richmond,245
USA,30916,Augusta,Georgia,GA,Richmond,245
USA,30917,Augusta,Georgia,GA,Columbia,73
USA,30919,Augusta,Georgia,GA,Richmond,245
USA,30999,Augusta,Georgia,GA,Richmond,245
USA,31001,Abbeville,Georgia,GA,Wilcox,315
USA,31002,Adrian,Georgia,GA,Emanuel,107
USA,31003,Allentown,Georgia,GA,Wilkinson,319
USA,31004,Bolingbroke,Georgia,GA,Monroe,207
USA,31005,Bonaire,Georgia,GA,Houston,153
USA,31006,Butler,Georgia,GA,Taylor,269
USA,31007,Byromville,Georgia,GA,Dooly,93
USA,31008,Byron,Georgia,GA,Peach,225
USA,31009,Cadwell,Georgia,GA,Laurens,175
USA,31010,Cordele,Georgia,GA,Crisp,81
USA,31011,Chauncey,Georgia,GA,Dodge,91
USA,31012,Chester,Georgia,GA,Dodge,91
USA,31013,Clinchfield,Georgia,GA,Houston,153
USA,31014,Cochran,Georgia,GA,Bleckley,23
USA,31015,Cordele,Georgia,GA,Crisp,81
USA,31016,Culloden,Georgia,GA,Monroe,207
USA,31017,Danville,Georgia,GA,Twiggs,289
USA,31018,Davisboro,Georgia,GA,Washington,303
USA,31019,Dexter,Georgia,GA,Laurens,175
USA,31020,Dry Branch,Georgia,GA,Twiggs,289
USA,31021,Dublin,Georgia,GA,Laurens,175
USA,31022,Dudley,Georgia,GA,Laurens,175
USA,31023,Eastman,Georgia,GA,Dodge,91
USA,31024,Eatonton,Georgia,GA,Putnam,237
USA,31025,Elko,Georgia,GA,Houston,153
USA,31026,Eatonton,Georgia,GA,Putnam,237
USA,31027,East Dublin,Georgia,GA,Laurens,175
USA,31028,Centerville,Georgia,GA,Houston,153
USA,31029,Forsyth,Georgia,GA,Monroe,207
USA,31030,Fort Valley,Georgia,GA,Peach,225
USA,31031,Gordon,Georgia,GA,Wilkinson,319
USA,31032,Gray,Georgia,GA,Jones,169
USA,31033,Haddock,Georgia,GA,Jones,169
USA,31034,Hardwick,Georgia,GA,Baldwin,9
USA,31035,Harrison,Georgia,GA,Washington,303
USA,31036,Hawkinsville,Georgia,GA,Pulaski,235
USA,31037,Mc Rae Helena,Georgia,GA,Telfair,271
USA,31038,Hillsboro,Georgia,GA,Jasper,159
USA,31039,Howard,Georgia,GA,Taylor,269
USA,31040,Dublin,Georgia,GA,Laurens,175
USA,31041,Ideal,Georgia,GA,Macon,193
USA,31042,Irwinton,Georgia,GA,Wilkinson,319
USA,31044,Jeffersonville,Georgia,GA,Twiggs,289
USA,31045,Jewell,Georgia,GA,Warren,301
USA,31046,Juliette,Georgia,GA,Monroe,207
USA,31047,Kathleen,Georgia,GA,Houston,153
USA,31049,Kite,Georgia,GA,Johnson,167
USA,31050,Knoxville,Georgia,GA,Crawford,79
USA,31051,Lilly,Georgia,GA,Dooly,93
USA,31052,Lizella,Georgia,GA,Bibb,21
USA,31054,Mc Intyre,Georgia,GA,Wilkinson,319
USA,31055,Mc Rae Helena,Georgia,GA,Telfair,271
USA,31057,Marshallville,Georgia,GA,Macon,193
USA,31058,Mauk,Georgia,GA,Taylor,269
USA,31059,Milledgeville,Georgia,GA,Baldwin,9
USA,31060,Milan,Georgia,GA,Telfair,271
USA,31061,Milledgeville,Georgia,GA,Baldwin,9
USA,31062,Milledgeville,Georgia,GA,Baldwin,9
USA,31063,Montezuma,Georgia,GA,Dooly,93
USA,31064,Monticello,Georgia,GA,Jasper,159
USA,31065,Montrose,Georgia,GA,Laurens,175
USA,31066,Musella,Georgia,GA,Crawford,79
USA,31067,Oconee,Georgia,GA,Washington,303
USA,31068,Oglethorpe,Georgia,GA,Macon,193
USA,31069,Perry,Georgia,GA,Houston,153
USA,31070,Pinehurst,Georgia,GA,Dooly,93
USA,31071,Pineview,Georgia,GA,Wilcox,315
USA,31072,Pitts,Georgia,GA,Wilcox,315
USA,31075,Rentz,Georgia,GA,Laurens,175
USA,31076,Reynolds,Georgia,GA,Taylor,269
USA,31077,Rhine,Georgia,GA,Dodge,91
USA,31078,Roberta,Georgia,GA,Crawford,79
USA,31079,Rochelle,Georgia,GA,Wilcox,315
USA,31081,Rupert,Georgia,GA,Taylor,269
USA,31082,Sandersville,Georgia,GA,Washington,303
USA,31083,Scotland,Georgia,GA,Telfair,271
USA,31084,Seville,Georgia,GA,Wilcox,315
USA,31085,Shady Dale,Georgia,GA,Jasper,159
USA,31086,Smarr,Georgia,GA,Monroe,207
USA,31087,Sparta,Georgia,GA,Hancock,141
USA,31088,Warner Robins,Georgia,GA,Houston,153
USA,31089,Tennille,Georgia,GA,Washington,303
USA,31090,Toomsboro,Georgia,GA,Wilkinson,319
USA,31091,Unadilla,Georgia,GA,Dooly,93
USA,31092,Vienna,Georgia,GA,Dooly,93
USA,31093,Warner Robins,Georgia,GA,Houston,153
USA,31094,Warthen,Georgia,GA,Washington,303
USA,31095,Warner Robins,Georgia,GA,Houston,153
USA,31096,Wrightsville,Georgia,GA,Johnson,167
USA,31097,Yatesville,Georgia,GA,Upson,293
USA,31098,Warner Robins,Georgia,GA,Houston,153
USA,31099,Warner Robins,Georgia,GA,Houston,153
USA,31106,Atlanta,Georgia,GA,Fulton,121
USA,31107,Atlanta,Georgia,GA,Fulton,121
USA,31119,Atlanta,Georgia,GA,DeKalb,89
USA,31126,Atlanta,Georgia,GA,Fulton,121
USA,31131,Atlanta,Georgia,GA,Fulton,121
USA,31136,Atlanta,Georgia,GA,Fulton,121
USA,31139,Atlanta,Georgia,GA,Fulton,121
USA,31141,Atlanta,Georgia,GA,DeKalb,89
USA,31144,Kennesaw,Georgia,GA,Cobb,67
USA,31145,Atlanta,Georgia,GA,DeKalb,89
USA,31146,Atlanta,Georgia,GA,DeKalb,89
USA,31150,Atlanta,Georgia,GA,Fulton,121
USA,31156,Atlanta,Georgia,GA,Fulton,121
USA,31169,Peachtree City,Georgia,GA,Fayette,113
USA,31192,Atlanta,Georgia,GA,Fulton,121
USA,31193,Atlanta,Georgia,GA,Fulton,121
USA,31195,Atlanta,Georgia,GA,Fulton,121
USA,31196,Atlanta,Georgia,GA,Fulton,121
USA,31201,Macon,Georgia,GA,Bibb,21
USA,31202,Macon,Georgia,GA,Bibb,21
USA,31203,Macon,Georgia,GA,Bibb,21
USA,31204,Macon,Georgia,GA,Bibb,21
USA,31205,Macon,Georgia,GA,Bibb,21
USA,31206,Macon,Georgia,GA,Bibb,21
USA,31207,Macon,Georgia,GA,Bibb,21
USA,31208,Macon,Georgia,GA,Bibb,21
USA,31209,Macon,Georgia,GA,Bibb,21
USA,31210,Macon,Georgia,GA,Bibb,21
USA,31211,Macon,Georgia,GA,Bibb,21
USA,31213,Macon,Georgia,GA,Bibb,21
USA,31216,Macon,Georgia,GA,Bibb,21
USA,31217,Macon,Georgia,GA,Bibb,21
USA,31220,Macon,Georgia,GA,Bibb,21
USA,31221,Macon,Georgia,GA,Bibb,21
USA,31294,Macon,Georgia,GA,Bibb,21
USA,31295,Macon,Georgia,GA,Bibb,21
USA,31296,Macon,Georgia,GA,Bibb,21
USA,31297,Macon,Georgia,GA,Bibb,21
USA,31301,Allenhurst,Georgia,GA,Liberty,179
USA,31302,Bloomingdale,Georgia,GA,Chatham,51
USA,31303,Clyo,Georgia,GA,Effingham,103
USA,31304,Crescent,Georgia,GA,McIntosh,191
USA,31305,Darien,Georgia,GA,McIntosh,191
USA,31307,Eden,Georgia,GA,Effingham,103
USA,31308,Ellabell,Georgia,GA,Bryan,29
USA,31309,Fleming,Georgia,GA,Liberty,179
USA,31310,Hinesville,Georgia,GA,Liberty,179
USA,31312,Guyton,Georgia,GA,Effingham,103
USA,31313,Hinesville,Georgia,GA,Liberty,179
USA,31314,Fort Stewart,Georgia,GA,Liberty,179
USA,31315,Fort Stewart,Georgia,GA,Liberty,179
USA,31316,Ludowici,Georgia,GA,Long,183
USA,31318,Meldrim,Georgia,GA,Effingham,103
USA,31319,Meridian,Georgia,GA,McIntosh,191
USA,31320,Midway,Georgia,GA,Liberty,179
USA,31321,Pembroke,Georgia,GA,Bryan,29
USA,31322,Pooler,Georgia,GA,Chatham,51
USA,31323,Riceboro,Georgia,GA,Liberty,179
USA,31324,Richmond Hill,Georgia,GA,Bryan,29
USA,31326,Rincon,Georgia,GA,Effingham,103
USA,31327,Sapelo Island,Georgia,GA,McIntosh,191
USA,31328,Tybee Island,Georgia,GA,Chatham,51
USA,31329,Springfield,Georgia,GA,Effingham,103
USA,31331,Townsend,Georgia,GA,McIntosh,191
USA,31333,Walthourville,Georgia,GA,Liberty,179
USA,31401,Savannah,Georgia,GA,Chatham,51
USA,31402,Savannah,Georgia,GA,Chatham,51
USA,31403,Savannah,Georgia,GA,Chatham,51
USA,31404,Savannah,Georgia,GA,Chatham,51
USA,31405,Savannah,Georgia,GA,Chatham,51
USA,31406,Savannah,Georgia,GA,Chatham,51
USA,31407,Port Wentworth,Georgia,GA,Chatham,51
USA,31408,Savannah,Georgia,GA,Chatham,51
USA,31409,Savannah,Georgia,GA,Chatham,51
USA,31410,Savannah,Georgia,GA,Chatham,51
USA,31411,Savannah,Georgia,GA,Chatham,51
USA,31412,Savannah,Georgia,GA,Chatham,51
USA,31414,Savannah,Georgia,GA,Chatham,51
USA,31415,Savannah,Georgia,GA,Chatham,51
USA,31416,Savannah,Georgia,GA,Chatham,51
USA,31418,Savannah,Georgia,GA,Chatham,51
USA,31419,Savannah,Georgia,GA,Chatham,51
USA,31420,Savannah,Georgia,GA,Chatham,51
USA,31421,Savannah,Georgia,GA,Chatham,51
USA,31501,Waycross,Georgia,GA,Ware,299
USA,31502,Waycross,Georgia,GA,Ware,299
USA,31503,Waycross,Georgia,GA,Ware,299
USA,31510,Alma,Georgia,GA,Bacon,5
USA,31512,Ambrose,Georgia,GA,Coffee,69
USA,31513,Baxley,Georgia,GA,Appling,1
USA,31515,Baxley,Georgia,GA,Appling,1
USA,31516,Blackshear,Georgia,GA,Pierce,229
USA,31518,Bristol,Georgia,GA,Pierce,229
USA,31519,Broxton,Georgia,GA,Coffee,69
USA,31520,Brunswick,Georgia,GA,Glynn,127
USA,31521,Brunswick,Georgia,GA,Glynn,127
USA,31522,Saint Simons Island,Georgia,GA,Glynn,127
USA,31523,Brunswick,Georgia,GA,Glynn,127
USA,31524,Brunswick,Georgia,GA,Glynn,127
USA,31525,Brunswick,Georgia,GA,Glynn,127
USA,31527,Jekyll Island,Georgia,GA,Glynn,127
USA,31532,Denton,Georgia,GA,Jeff Davis,161
USA,31533,Douglas,Georgia,GA,Coffee,69
USA,31534,Douglas,Georgia,GA,Coffee,69
USA,31535,Douglas,Georgia,GA,Coffee,69
USA,31537,Folkston,Georgia,GA,Charlton,49
USA,31539,Hazlehurst,Georgia,GA,Jeff Davis,161
USA,31542,Hoboken,Georgia,GA,Brantley,25
USA,31543,Hortense,Georgia,GA,Brantley,25
USA,31544,Jacksonville,Georgia,GA,Telfair,271
USA,31545,Jesup,Georgia,GA,Wayne,305
USA,31546,Jesup,Georgia,GA,Wayne,305
USA,31547,Kings Bay,Georgia,GA,Camden,39
USA,31548,Kingsland,Georgia,GA,Camden,39
USA,31549,Lumber City,Georgia,GA,Telfair,271
USA,31550,Manor,Georgia,GA,Ware,299
USA,31551,Mershon,Georgia,GA,Pierce,229
USA,31552,Millwood,Georgia,GA,Ware,299
USA,31553,Nahunta,Georgia,GA,Brantley,25
USA,31554,Nicholls,Georgia,GA,Coffee,69
USA,31555,Odum,Georgia,GA,Wayne,305
USA,31556,Offerman,Georgia,GA,Pierce,229
USA,31557,Patterson,Georgia,GA,Pierce,229
USA,31558,Saint Marys,Georgia,GA,Camden,39
USA,31560,Screven,Georgia,GA,Wayne,305
USA,31561,Sea Island,Georgia,GA,Glynn,127
USA,31562,Saint George,Georgia,GA,Appling,1
USA,31563,Surrency,Georgia,GA,Appling,1
USA,31564,Waresboro,Georgia,GA,Ware,299
USA,31565,Waverly,Georgia,GA,Camden,39
USA,31566,Waynesville,Georgia,GA,Brantley,25
USA,31567,West Green,Georgia,GA,Coffee,69
USA,31568,White Oak,Georgia,GA,Camden,39
USA,31569,Woodbine,Georgia,GA,Camden,39
USA,31598,Jesup,Georgia,GA,Wayne,305
USA,31599,Jesup,Georgia,GA,Wayne,305
USA,31601,Valdosta,Georgia,GA,Lowndes,185
USA,31602,Valdosta,Georgia,GA,Lowndes,185
USA,31603,Valdosta,Georgia,GA,Lowndes,185
USA,31604,Valdosta,Georgia,GA,Lowndes,185
USA,31605,Valdosta,Georgia,GA,Lowndes,185
USA,31606,Valdosta,Georgia,GA,Lowndes,185
USA,31620,Adel,Georgia,GA,Cook,75
USA,31622,Alapaha,Georgia,GA,Berrien,19
USA,31623,Argyle,Georgia,GA,Clinch,65
USA,31624,Axson,Georgia,GA,Atkinson,3
USA,31625,Barney,Georgia,GA,Brooks,27
USA,31626,Boston,Georgia,GA,Thomas,275
USA,31627,Cecil,Georgia,GA,Cook,75
USA,31629,Dixie,Georgia,GA,Brooks,27
USA,31630,Du Pont,Georgia,GA,Clinch,65
USA,31631,Fargo,Georgia,GA,Clinch,65
USA,31632,Hahira,Georgia,GA,Lowndes,185
USA,31634,Homerville,Georgia,GA,Clinch,65
USA,31635,Lakeland,Georgia,GA,Lanier,173
USA,31636,Lake Park,Georgia,GA,Lowndes,185
USA,31637,Lenox,Georgia,GA,Cook,75
USA,31638,Morven,Georgia,GA,Brooks,27
USA,31639,Nashville,Georgia,GA,Berrien,19
USA,31641,Naylor,Georgia,GA,Lowndes,185
USA,31642,Pearson,Georgia,GA,Atkinson,3
USA,31643,Quitman,Georgia,GA,Brooks,27
USA,31645,Ray City,Georgia,GA,Berrien,19
USA,31647,Sparks,Georgia,GA,Cook,75
USA,31648,Statenville,Georgia,GA,Echols,101
USA,31649,Stockton,Georgia,GA,Lanier,173
USA,31650,Willacoochee,Georgia,GA,Atkinson,3
USA,31698,Valdosta,Georgia,GA,Lowndes,185
USA,31699,Moody Afb,Georgia,GA,Lowndes,185
USA,31701,Albany,Georgia,GA,Dougherty,95
USA,31702,Albany,Georgia,GA,Dougherty,95
USA,31703,Albany,Georgia,GA,Dougherty,95
USA,31704,Albany,Georgia,GA,Dougherty,95
USA,31705,Albany,Georgia,GA,Dougherty,95
USA,31706,Albany,Georgia,GA,Dougherty,95
USA,31707,Albany,Georgia,GA,Dougherty,95
USA,31708,Albany,Georgia,GA,Dougherty,95
USA,31709,Americus,Georgia,GA,Sumter,261
USA,31711,Andersonville,Georgia,GA,Sumter,261
USA,31712,Arabi,Georgia,GA,Crisp,81
USA,31714,Ashburn,Georgia,GA,Turner,287
USA,31716,Baconton,Georgia,GA,Mitchell,205
USA,31719,Americus,Georgia,GA,Sumter,261
USA,31720,Barwick,Georgia,GA,Brooks,27
USA,31721,Albany,Georgia,GA,Baker,7
USA,31722,Berlin,Georgia,GA,Colquitt,71
USA,31727,Brookfield,Georgia,GA,Tift,277
USA,31730,Camilla,Georgia,GA,Mitchell,205
USA,31733,Chula,Georgia,GA,Tift,277
USA,31735,Cobb,Georgia,GA,Sumter,261
USA,31738,Coolidge,Georgia,GA,Thomas,275
USA,31739,Cotton,Georgia,GA,Mitchell,205
USA,31743,De Soto,Georgia,GA,Sumter,261
USA,31744,Doerun,Georgia,GA,Colquitt,71
USA,31747,Ellenton,Georgia,GA,Colquitt,71
USA,31749,Enigma,Georgia,GA,Berrien,19
USA,31750,Fitzgerald,Georgia,GA,Ben Hill,17
USA,31753,Funston,Georgia,GA,Colquitt,71
USA,31756,Hartsfield,Georgia,GA,Colquitt,71
USA,31757,Thomasville,Georgia,GA,Thomas,275
USA,31758,Thomasville,Georgia,GA,Thomas,275
USA,31760,Irwinville,Georgia,GA,Irwin,155
USA,31763,Leesburg,Georgia,GA,Lee,177
USA,31764,Leslie,Georgia,GA,Sumter,261
USA,31765,Meigs,Georgia,GA,Thomas,275
USA,31768,Moultrie,Georgia,GA,Colquitt,71
USA,31769,Mystic,Georgia,GA,Irwin,155
USA,31771,Norman Park,Georgia,GA,Colquitt,71
USA,31772,Oakfield,Georgia,GA,Worth,321
USA,31773,Ochlocknee,Georgia,GA,Thomas,275
USA,31774,Ocilla,Georgia,GA,Irwin,155
USA,31775,Omega,Georgia,GA,Tift,277
USA,31776,Moultrie,Georgia,GA,Colquitt,71
USA,31778,Pavo,Georgia,GA,Thomas,275
USA,31779,Pelham,Georgia,GA,Mitchell,205
USA,31780,Plains,Georgia,GA,Sumter,261
USA,31781,Poulan,Georgia,GA,Worth,321
USA,31782,Putney,Georgia,GA,Dougherty,95
USA,31783,Rebecca,Georgia,GA,Turner,287
USA,31784,Sale City,Georgia,GA,Mitchell,205
USA,31787,Smithville,Georgia,GA,Lee,177
USA,31788,Moultrie,Georgia,GA,Colquitt,71
USA,31789,Sumner,Georgia,GA,Worth,321
USA,31790,Sycamore,Georgia,GA,Turner,287
USA,31791,Sylvester,Georgia,GA,Worth,321
USA,31792,Thomasville,Georgia,GA,Thomas,275
USA,31793,Tifton,Georgia,GA,Tift,277
USA,31794,Tifton,Georgia,GA,Tift,277
USA,31795,Ty Ty,Georgia,GA,Tift,277
USA,31796,Warwick,Georgia,GA,Worth,321
USA,31798,Wray,Georgia,GA,Irwin,155
USA,31799,Thomasville,Georgia,GA,Thomas,275
USA,31801,Box Springs,Georgia,GA,Talbot,263
USA,31803,Buena Vista,Georgia,GA,Marion,197
USA,31804,Cataula,Georgia,GA,Harris,145
USA,31805,Cusseta,Georgia,GA,Chattahoochee,53
USA,31806,Ellaville,Georgia,GA,Schley,249
USA,31807,Ellerslie,Georgia,GA,Harris,145
USA,31808,Fortson,Georgia,GA,Muscogee,215
USA,31810,Geneva,Georgia,GA,Talbot,263
USA,31811,Hamilton,Georgia,GA,Harris,145
USA,31812,Junction City,Georgia,GA,Talbot,263
USA,31814,Louvale,Georgia,GA,Stewart,259
USA,31815,Lumpkin,Georgia,GA,Stewart,259
USA,31816,Manchester,Georgia,GA,Meriwether,199
USA,31820,Midland,Georgia,GA,Muscogee,215
USA,31821,Omaha,Georgia,GA,Stewart,259
USA,31822,Pine Mountain,Georgia,GA,Harris,145
USA,31823,Pine Mountain Valley,Georgia,GA,Harris,145
USA,31824,Preston,Georgia,GA,Webster,307
USA,31825,Richland,Georgia,GA,Stewart,259
USA,31826,Shiloh,Georgia,GA,Harris,145
USA,31827,Talbotton,Georgia,GA,Talbot,263
USA,31829,Upatoi,Georgia,GA,Muscogee,215
USA,31830,Warm Springs,Georgia,GA,Meriwether,199
USA,31831,Waverly Hall,Georgia,GA,Harris,145
USA,31832,Weston,Georgia,GA,Webster,307
USA,31833,West Point,Georgia,GA,Troup,285
USA,31836,Woodland,Georgia,GA,Talbot,263
USA,31901,Columbus,Georgia,GA,Muscogee,215
USA,31902,Columbus,Georgia,GA,Muscogee,215
USA,31903,Columbus,Georgia,GA,Muscogee,215
USA,31904,Columbus,Georgia,GA,Muscogee,215
USA,31905,Fort Benning,Georgia,GA,Muscogee,215
USA,31906,Columbus,Georgia,GA,Muscogee,215
USA,31907,Columbus,Georgia,GA,Muscogee,215
USA,31908,Columbus,Georgia,GA,Muscogee,215
USA,31909,Columbus,Georgia,GA,Muscogee,215
USA,31914,Columbus,Georgia,GA,Muscogee,215
USA,31917,Columbus,Georgia,GA,Muscogee,215
USA,31993,Columbus,Georgia,GA,Muscogee,215
USA,31995,Fort Benning,Georgia,GA,Muscogee,215
USA,31997,Columbus,Georgia,GA,Muscogee,215
USA,31998,Columbus,Georgia,GA,Muscogee,215
USA,31999,Columbus,Georgia,GA,Muscogee,215
USA,32003,Fleming Island,Florida,FL,Clay,19
USA,32004,Ponte Vedra Beach,Florida,FL,Saint Johns,109
USA,32006,Fleming Island,Florida,FL,Clay,19
USA,32007,Bostwick,Florida,FL,Putnam,107
USA,32008,Branford,Florida,FL,Suwannee,121
USA,32009,Bryceville,Florida,FL,Nassau,89
USA,32011,Callahan,Florida,FL,Nassau,89
USA,32013,Day,Florida,FL,Lafayette,67
USA,32024,Lake City,Florida,FL,Columbia,23
USA,32025,Lake City,Florida,FL,Columbia,23
USA,32026,Raiford,Florida,FL,Union,125
USA,32030,Doctors Inlet,Florida,FL,Clay,19
USA,32033,Elkton,Florida,FL,Saint Johns,109
USA,32034,Fernandina Beach,Florida,FL,Nassau,89
USA,32035,Fernandina Beach,Florida,FL,Nassau,89
USA,32038,Fort White,Florida,FL,Columbia,23
USA,32040,Glen Saint Mary,Florida,FL,Baker,3
USA,32041,Yulee,Florida,FL,Nassau,89
USA,32042,Graham,Florida,FL,Bradford,7
USA,32043,Green Cove Springs,Florida,FL,Clay,19
USA,32044,Hampton,Florida,FL,Bradford,7
USA,32046,Hilliard,Florida,FL,Nassau,89
USA,32050,Middleburg,Florida,FL,Clay,19
USA,32052,Jasper,Florida,FL,Hamilton,47
USA,32053,Jennings,Florida,FL,Hamilton,47
USA,32054,Lake Butler,Florida,FL,Union,125
USA,32055,Lake City,Florida,FL,Columbia,23
USA,32056,Lake City,Florida,FL,Columbia,23
USA,32058,Lawtey,Florida,FL,Bradford,7
USA,32059,Lee,Florida,FL,Madison,79
USA,32060,Live Oak,Florida,FL,Suwannee,121
USA,32061,Lulu,Florida,FL,Columbia,23
USA,32062,Mc Alpin,Florida,FL,Suwannee,121
USA,32063,Macclenny,Florida,FL,Baker,3
USA,32064,Live Oak,Florida,FL,Suwannee,121
USA,32065,Orange Park,Florida,FL,Clay,19
USA,32066,Mayo,Florida,FL,Lafayette,67
USA,32067,Orange Park,Florida,FL,Clay,19
USA,32068,Middleburg,Florida,FL,Clay,19
USA,32071,O Brien,Florida,FL,Suwannee,121
USA,32072,Olustee,Florida,FL,Baker,3
USA,32073,Orange Park,Florida,FL,Clay,19
USA,32079,Penney Farms,Florida,FL,Clay,19
USA,32080,Saint Augustine,Florida,FL,Saint Johns,109
USA,32081,Ponte Vedra,Florida,FL,Saint Johns,109
USA,32082,Ponte Vedra Beach,Florida,FL,Saint Johns,109
USA,32083,Raiford,Florida,FL,Union,125
USA,32084,Saint Augustine,Florida,FL,Saint Johns,109
USA,32085,Saint Augustine,Florida,FL,Saint Johns,109
USA,32086,Saint Augustine,Florida,FL,Saint Johns,109
USA,32087,Sanderson,Florida,FL,Baker,3
USA,32091,Starke,Florida,FL,Bradford,7
USA,32092,Saint Augustine,Florida,FL,Saint Johns,109
USA,32094,Wellborn,Florida,FL,Suwannee,121
USA,32095,Saint Augustine,Florida,FL,Saint Johns,109
USA,32096,White Springs,Florida,FL,Hamilton,47
USA,32097,Yulee,Florida,FL,Nassau,89
USA,32099,Jacksonville,Florida,FL,Duval,31
USA,32102,Astor,Florida,FL,Lake,69
USA,32105,Barberville,Florida,FL,Volusia,127
USA,32110,Bunnell,Florida,FL,Flagler,35
USA,32111,Candler,Florida,FL,Marion,83
USA,32112,Crescent City,Florida,FL,Putnam,107
USA,32113,Citra,Florida,FL,Marion,83
USA,32114,Daytona Beach,Florida,FL,Volusia,127
USA,32115,Daytona Beach,Florida,FL,Volusia,127
USA,32116,Daytona Beach,Florida,FL,Volusia,127
